gene_id	gene_name	SRR8996966	SRR8997009	SRR5889337	SRR2960319	SRR8996977	DRR546744	DRR546790	DRR546743
gene-AARS1|AARS1	AARS1	13.6271496972969	6.67213411782127	6.24961237602099	14.2726084751625	12.7358190229608	13.1602432611059	12.152729388125	12.0051782089323
gene-AARS2|AARS2	AARS2	9.14847788303944	9.18548835427522	8.41021505370242	9.5703987797831	8.50861320364464	9.72540410524861	9.12371115669346	8.06729703981074
gene-AASDH|AASDH	AASDH	7.31616966973656	8.88837552409233	8.61463498708075	6.97287266677152	7.67208639234133	7.15156394703181	8.17754246780383	8.26174678452156
gene-AASDHPPT|AASDHPPT	AASDHPPT	11.1192747925747	0	0	10.8572193272062	10.8149881779827	11.8182414791602	9.97410529902376	10.5676987081663
gene-AASS|AASS	AASS	12.7573678714765	14.8198057973188	13.158563903936	11.1974695174822	11.1189709877616	11.5853407124339	13.8426508248718	14.358054607419
gene-AATF|AATF	AATF	11.2914454318105	0	0	10.9114087220075	10.365618983398	12.1608897084966	10.2355578156826	11.2412465038451
gene-AATK|AATK	AATK	4.80928706687731	0	0	5.03906941298598	5.52959861189837	2.49933584662018	4.80446343929023	5.17055083390755
gene-ABAT|ABAT	ABAT	12.3130419734477	2.83941166915617	0	11.9121194138952	11.581916533931	11.6674530147597	10.7079171340813	12.1290619268534
gene-ABCA1|ABCA1	ABCA1	13.5905759269772	14.9509017558764	14.6464696952006	14.1841860453403	14.1968370594118	14.1251445034999	13.4026250684064	13.5293547885784
gene-ABCA12|ABCA12	ABCA12	3.1251562851208	0	0	7.74638243349715	3.03715030852442	5.00127702579551	4.06326970545336	0
gene-ABCA13|ABCA13	ABCA13	4.24982578327657	2.83941166915617	5.21915960786304	2.4187454208646	7.25155140544053	0	4.48095124380098	0
gene-ABCA2|ABCA2	ABCA2	6.39306991848754	0	0	7.47395224870889	8.06309257390591	7.25775418041701	7.41381640865958	7.2136796209047
gene-ABCA3|ABCA3	ABCA3	10.7125014347397	0	0	11.5460876013286	11.1527442853906	9.97709322576557	9.8479727153496	10.3156735600993
gene-ABCA4|ABCA4	ABCA4	7.16904939148543	0	0	10.5465699745963	7.94631940460654	6.77609322804234	7.6579034170148	5.90625749211479
gene-ABCA5|ABCA5	ABCA5	9.45806181078591	0	0	9.10755028597738	9.61873721994053	10.3455021148512	9.32399716268698	9.97618939267865
gene-ABCA6|ABCA6	ABCA6	13.0140043325054	4.67971231590085	4.81697478970394	13.0998671647805	12.3536072897182	12.3045278896023	13.4795102005969	13.6748998225978
gene-ABCA7|ABCA7	ABCA7	5.88111524172174	3.73493311555422	0	7.67145418819473	3.45697034320902	3.56802216127174	6.41277824199777	4.28016006410515
gene-ABCA8|ABCA8	ABCA8	11.2573265269866	0	2.62726562941322	11.6811301465332	12.8133875133582	10.8787166773271	11.5720096537226	11.9538252972408
gene-ABCA9|ABCA9	ABCA9	7.87851208233039	0	0	7.5815475235643	9.08048117687102	5.00127702579551	8.33128389989441	6.51259732740606
gene-ABCB1|ABCB1	ABCB1	11.873990840886	13.0117768271368	12.6278015409694	11.8694564730095	12.0350496654349	8.35908609577931	10.7602154078793	13.7912440283597
gene-ABCB10|ABCB10	ABCB10	11.6687976666702	0	0	10.7544755702197	11.4779152416541	12.2768313930708	10.8698701414403	11.4139095142827
gene-ABCB11|ABCB11	ABCB11	12.3750237596788	3.06845369893183	4.15625505056769	13.0083235828677	11.1350674586117	13.3927764987939	14.0841949574159	13.0392016867678
gene-ABCB4|ABCB4	ABCB4	13.9224893092061	14.4897121462079	13.6354873094776	14.2776695729704	14.3269214582461	15.0035002770329	14.9675174027414	15.2687739681012
gene-ABCB6|ABCB6	ABCB6	11.9219305464904	0	3.50551968117008	12.0350175574716	10.9832937167424	12.338633215588	10.7470819195536	13.2944480225176
gene-ABCB7|ABCB7	ABCB7	9.65982999929475	3.59491947285889	4.67796246649679	9.94699066483258	9.5701013997364	10.6387120723039	10.029394349138	10.1523940993807
gene-ABCB8|ABCB8	ABCB8	10.1763926469387	10.0748428541231	10.4597060448957	11.0079608117036	10.2922343042201	10.8450422906975	10.1554558449796	9.64535306972795
gene-ABCB9|ABCB9	ABCB9	2.6205875017139	0	0	3.38109318307571	3.3033748322137	4.1751721343226	0	0
gene-ABCC1|ABCC1	ABCC1	5.64169179961179	0	0	6.95613395943729	7.32573483480262	5.70588828320599	6.71983726424783	8.54408088576393
gene-ABCC10|ABCC10	ABCC10	8.39124488870358	8.49419646948015	8.20399425878553	8.64720428969258	8.4887076478517	8.59152754398224	7.67385459008977	7.75903930225348
gene-ABCC11|ABCC11	ABCC11	10.0576715629235	10.8069824322789	12.2581546121418	11.4578026692859	12.6238637503751	9.29765879046781	12.9568451855639	14.8509847653615
gene-ABCC12|ABCC12	ABCC12	0	3.73493311555422	4.15625505056769	0	1.55620796285256	4.04563246400597	2.12697029453104	0
gene-ABCC2|ABCC2	ABCC2	10.9721599183739	0	1.19826445991625	11.458545679232	8.25337884261916	10.4061394769704	10.8690043810571	13.3998020921253
gene-ABCC3|ABCC3	ABCC3	10.6868136648442	0	0	10.1647798624178	9.44999507298043	9.29052809811462	8.54583123784186	11.1564270063341
gene-ABCC4|ABCC4	ABCC4	5.84924998331725	7.18070862764246	0	4.41185141945877	5.014803111376	8.55032919529999	5.06855294670201	9.49502473976842
gene-ABCC5|ABCC5	ABCC5	11.3189712371058	0	0	11.5530615692273	9.72133564769313	9.81012006268761	10.856828865223	11.1042418200322
gene-ABCC6|ABCC6	ABCC6	14.9053542242482	3.97979442873955	5.00320783978431	14.4447535230488	12.0321874784926	13.3915273480336	12.5970889237098	12.9683154699248
gene-ABCC8|ABCC8	ABCC8	0	0	0	0	1.25476616583951	8.13856086221313	0	0
gene-ABCC9|ABCC9	ABCC9	11.5524062341525	0	0	11.1827063795678	11.1464055500172	12.8065278322264	11.0714787066193	13.66121431936
gene-ABCD1|ABCD1	ABCD1	11.1477984823785	0	0	11.758590087786	11.0917378946455	11.137058961413	9.8602228844662	10.388887157399
gene-ABCD2|ABCD2	ABCD2	1.19377247686797	0	0	0	0	0	7.44203338667075	0
gene-ABCD3|ABCD3	ABCD3	13.7475052743263	4.18906446985611	4.25737916310336	12.7386360669849	14.0359591215957	13.4144633558413	13.9647793845884	13.8622356719383
gene-ABCD4|ABCD4	ABCD4	13.1173258173564	0	0	12.3559300827552	11.2072206560444	11.9810110052751	11.3908620887189	12.3069751445765
gene-ABCE1|ABCE1	ABCE1	10.7620095375032	12.1367361317081	11.601226889161	10.6825237419298	10.9862544661076	11.6326312818362	11.307686274344	11.2834575477785
gene-ABCF1|ABCF1	ABCF1	11.7975209836767	11.034915850703	11.1997070032251	12.0704447495464	11.7441573301436	12.6558309616163	11.9958128132728	11.0896756720968
gene-ABCF2|ABCF2	ABCF2	9.85397356480463	9.56671165018424	9.32024745146076	10.2927838480128	9.76474429425815	10.6003003228817	9.77220346853948	9.89194708901694
gene-ABCF3|ABCF3	ABCF3	11.0172185975494	0	0	11.3959234921548	10.7273394644339	11.3074648356262	10.3504261520376	9.91416237617064
gene-ABCG1|ABCG1	ABCG1	7.37889218307693	0	0	8.42497707854356	8.42263272942412	9.64101901730444	8.36606240006078	7.50467506411406
gene-ABCG2|ABCG2	ABCG2	11.4213988521528	0	0	11.3337027615038	10.0405501139081	10.4322924195133	10.1454805408432	12.2464308130514
gene-ABCG4|ABCG4	ABCG4	3.98242444748767	0	0	3.81159176963529	3.8387836895984	4.69056629125273	3.31922955803663	0
gene-ABCG5|ABCG5	ABCG5	10.202637877323	9.18243381524778	9.15315832447543	10.7496269452065	8.10291975982242	8.88929755320533	9.90820914142284	6.07350718441149
gene-ABCG8|ABCG8	ABCG8	10.8810387661485	10.0364493776256	10.9075991222345	11.593535603989	9.10102221452002	8.50175812816367	10.4682975990766	8.67343963875068
gene-ABHD1|ABHD1	ABHD1	7.54723324552047	7.2639787482425	7.42535668072281	8.50195797998906	8.06608073764349	5.8679563710399	6.25206918668725	6.84876684913242
gene-ABHD10|ABHD10	ABHD10	9.67808421352702	0	0	9.38429476313506	8.08682636039401	9.51819829365705	8.98675649406115	8.83934863938613
gene-ABHD11|ABHD11	ABHD11	9.91873412429045	0	0	9.08077557857778	9.95407456446989	9.13201510502711	8.71339923991975	9.49502473976842
gene-ABHD12|ABHD12	ABHD12	9.5124825297662	0	0	9.70672946125956	8.91384096648807	9.77733841379172	9.4727389608836	9.69110046140915
gene-ABHD12B|ABHD12B	ABHD12B	6.55985633085824	0	0	4.67994904200564	5.34510330384784	4.29403272456833	7.2425738012756	6.1873355884905
gene-ABHD13|ABHD13	ABHD13	9.79977871383761	10.7860055736536	0	10.3579506731502	10.2903190554007	9.46851429135666	9.95138242967796	10.3466319817379
gene-ABHD14A|ABHD14A	ABHD14A	9.96034720904477	9.06792763603326	0	9.72413580344187	9.64195321622577	8.09829202545511	8.4048090026862	9.61854528807361
gene-ABHD14B|ABHD14B	ABHD14B	13.4355796022574	12.9367208303055	0	13.6570458955724	12.0150873687459	12.2659657807108	12.1427351489663	12.7770225361335
gene-ABHD15|ABHD15	ABHD15	11.837405029261	0	0	11.5952257816926	11.6468487945357	11.5190117424834	11.8197223337372	12.7277019731532
gene-ABHD16A|ABHD16A	ABHD16A	11.6463743766009	9.96714334455788	10.7505931648103	11.5942119127027	10.9309844064486	9.87352993944777	11.1086274175368	11.1564270063341
gene-ABHD17A|ABHD17A	ABHD17A	11.9411887873001	10.5168833455461	0	12.1262206423007	11.2176718294871	12.3630561589579	11.1122902148367	11.1966307331081
gene-ABHD17B|ABHD17B	ABHD17B	9.44079262353543	11.0774661704922	10.567021691304	8.36283325899266	9.88087193026682	9.39727873469479	9.9316167094434	9.61515901718778
gene-ABHD17C|ABHD17C	ABHD17C	8.24890728257662	0	0	7.78953988201179	7.93001034542373	8.81669857242365	6.64088752141484	8.0168630498615
gene-ABHD18|ABHD18	ABHD18	9.28723751268566	10.7074334452496	10.6576841190935	8.80275377180665	10.0183520522904	10.0143603863641	9.71553775294329	10.768522862692
gene-ABHD2|ABHD2	ABHD2	13.4801501182209	3.26606594667776	3.13221617834527	12.404165703723	13.557678502794	12.965243654473	11.5957526913328	13.2322595867778
gene-ABHD3|ABHD3	ABHD3	10.6392741710728	0	0	10.2641710362375	10.3788974296425	10.7993031518685	11.5714775669832	9.89474277962556
gene-ABHD4|ABHD4	ABHD4	11.386439776745	0	0	11.2830098686055	11.1585304281254	10.7828820800763	10.8124863479102	11.3399367611993
gene-ABHD5|ABHD5	ABHD5	12.3342396658531	0	0	11.1568450851078	12.1079937747853	11.1390452632194	11.7820458792956	11.5619565675745
gene-ABHD6|ABHD6	ABHD6	9.92447980957843	8.94354350256039	0	10.2051845661926	10.4412163155339	9.15182478803139	10.0600620836069	9.40376693659902
gene-ABHD8|ABHD8	ABHD8	8.2366433929628	6.86736384319577	0	8.64459487210065	7.82808353758873	8.24567769154813	7.43268891368194	7.30057061792833
gene-ABI1|ABI1	ABI1	10.4249679912055	11.369688952912	11.18774609046	10.3249205023129	11.1425181233443	11.3074648356262	11.1787760449241	11.1459052360461
gene-ABI2|ABI2	ABI2	7.74634765792166	0	1.84369016227452	7.38919883657327	8.63271500808071	7.27230573116515	8.1831258600359	7.39837081196283
gene-ABI3|ABI3	ABI3	6.30184039531252	0	0	9.03965811498013	8.5656779152906	5.52328248284699	6.78002678072678	7.02242236458363
gene-ABI3BP|ABI3BP	ABI3BP	8.91446118171411	0	0	7.21018889648665	7.57892557175675	7.73839032589804	8.71725268967333	5.81475089514142
gene-ABITRAM|ABITRAM	ABITRAM	7.95536060315003	8.19404335880714	8.7595818709762	7.50880442167335	8.05559497413975	8.13059651258728	8.50628972019887	8.09673228389734
gene-ABL1|ABL1	ABL1	9.87983340247582	0	0	10.329801676857	9.77756179653421	10.3437808184782	9.20004846265891	10.1500560187982
gene-ABL2|ABL2	ABL2	8.34057469453256	0	0	8.80742737876844	9.03545442960499	8.74547622416937	8.693976073386	8.56529294037998
gene-ABLIM1|ABLIM1	ABLIM1	7.78054106470262	0	0	9.02167116538413	7.50157456008503	10.1836493413752	9.49983725553312	8.87376261213036
gene-ABLIM2|ABLIM2	ABLIM2	4.63335980128762	0	0	4.50686161310484	4.14040371782931	6.35179930130513	3.85518931519399	2.22831222992903
gene-ABLIM3|ABLIM3	ABLIM3	14.2042968532731	3.73493311555422	4.67796246649679	14.0962085644151	13.84565467567	14.3627445159919	13.1074033973606	14.1996298277327
gene-ABO|ABO	ABO	8.54834158735273	0	0	9.31705992123341	3.08507401624175	0	0	2.70681389208573
gene-ABR|ABR	ABR	9.22496766598001	0	0	10.5204779432252	10.7995858479604	10.9162631749733	10.5962187440096	10.2711844252941
gene-ABRA|ABRA	ABRA	4.55650730244956	2.23093116929069	0	4.36189203466105	2.11339487316517	0	0	0
gene-ABRACL|ABRACL	ABRACL	7.89030357985031	9.69656778189852	8.76388492732673	8.05227486187155	9.8663749607401	8.07357992107665	9.61584943354274	10.2363425267405
gene-ABRAXAS1|ABRAXAS1	ABRAXAS1	7.39553543088016	0	0	7.52023719128801	7.56631831852267	8.31056300832847	8.28530025798878	8.16316530136624
gene-ABRAXAS2|ABRAXAS2	ABRAXAS2	9.24958885660704	0	0	8.92175912215405	9.44713270314863	9.54241304812059	9.28817680460762	9.49502473976842
gene-ABT1|ABT1	ABT1	10.6098610497423	0	0	11.0160590930876	10.4722394970057	11.0500087866148	10.4808191874006	10.2230567780876
gene-ABTB1|ABTB1	ABTB1	10.3907882702967	9.8679641428629	0	10.9536570958496	10.9836888345672	9.8150979285789	10.5385839878535	10.6902275624188
gene-ABTB2|ABTB2	ABTB2	10.884973096266	9.61735290689761	9.35773920659423	11.1421206694178	8.73106732090177	10.773961931795	10.4545125844431	9.48392824340216
gene-ACAA1|ACAA1	ACAA1	15.643450620897	4.28331758774431	5.68624140440046	15.0884176701971	13.6215613073434	13.906310168152	14.121203587668	14.8131561620904
gene-ACAA2|ACAA2	ACAA2	16.1647096472573	11.1535283456602	11.4598569557114	15.4262763549501	15.2927245816286	14.4764910788882	15.1919313429138	14.9186487173864
gene-ACACA|ACACA	ACACA	13.3869895274081	3.06845369893183	2.90172095753683	13.6175903101957	11.4471584485105	13.7796211540176	12.9647683164104	12.9867757093678
gene-ACACB|ACACB	ACACB	11.9178558473006	0	0	11.2330784435243	10.4851342870575	12.1865650420644	10.2328684543021	11.0933310197872
gene-ACAD10|ACAD10	ACAD10	9.3325973589255	0	0	9.16694562341671	8.32622499932147	10.2929483330422	8.47476800053436	9.62192362936679
gene-ACAD11|ACAD11	ACAD11	13.0306371902874	4.18906446985611	0	12.9596868369157	12.4186856607839	13.1801540567873	12.7298581340124	13.8141295372378
gene-ACAD8|ACAD8	ACAD8	12.3806077936401	0	0	12.4331833039925	11.9481324205155	11.6445652138221	11.4424052834346	12.0547658619047
gene-ACAD9|ACAD9	ACAD9	11.6082099133744	11.0509149716767	0	11.8257813409179	11.2860634173796	12.4024508037969	10.9902065598473	11.7665838672474
gene-ACADL|ACADL	ACADL	12.7748333946239	3.59491947285889	0	13.0204509846283	11.6094450144771	11.1518899909131	12.8538405815763	13.8725539689165
gene-ACADM|ACADM	ACADM	14.9459965841962	4.74741861557925	5.85708336202801	13.9837340621566	14.3050151048072	13.7698798076012	13.6233950554514	14.1670462941926
gene-ACADS|ACADS	ACADS	13.2799446274568	0	3.50551968117008	12.24725576456	12.5732390505753	12.3295300364076	11.3640758726632	12.4789076281985
gene-ACADSB|ACADSB	ACADSB	13.6589470309213	3.26606594667776	4.603087647819	14.5431282374572	13.44073983183	13.0531897131353	13.1130815823931	13.4764504005306
gene-ACADVL|ACADVL	ACADVL	14.8383287343563	4.08822058396567	6.17402494243442	14.4917879886619	14.2709828935306	12.2235392582825	12.7396006664918	13.4054490947901
gene-ACAN|ACAN	ACAN	2.28169928525486	0	0	3.47808342078151	1.91554742708486	0	0	4.84015655955331
gene-ACAP1|ACAP1	ACAP1	8.36331476357374	0	0	7.84059266453643	9.14478475715706	5.1346797878485	7.7435296131122	6.03347713667636
gene-ACAP2|ACAP2	ACAP2	9.68261190527787	1.79198593165593	0	9.67383543643853	10.8628123099424	10.8917337989025	10.6159622015399	11.2045387625298
gene-ACAP3|ACAP3	ACAP3	7.5069534575702	0	0	8.215894429874	7.890099534871	7.38371818072587	7.19914552336234	7.08250778368775
gene-ACAT1|ACAT1	ACAT1	13.0614927433694	0	5.06030104234364	11.9376574548962	13.4866945975564	13.2655920501649	12.147383943041	12.4868038099191
gene-ACAT2|ACAT2	ACAT2	12.6208640225122	12.0430167202451	12.3440068055447	11.9580300578438	11.7696993637239	12.1362415133075	11.2954947239912	12.6033302632952
gene-ACBD3|ACBD3	ACBD3	9.88965735997587	0	0	10.5183415455151	10.2498286210586	10.6582337895191	10.4671538653607	9.96293027330089
gene-ACBD4|ACBD4	ACBD4	12.0060731163976	0	0	11.5160662797173	11.4038231846426	10.0422230762814	9.14102748904812	10.020380113519
gene-ACBD5|ACBD5	ACBD5	11.7462663008082	12.0041876586815	12.3160753549495	10.858345825404	11.5077552903349	11.251645690056	11.2234900233149	11.3962621595475
gene-ACBD6|ACBD6	ACBD6	9.15988840128481	0	0	8.375478015608	8.61650030311882	9.58674853788796	9.05533697068344	9.16990831639614
gene-ACCS|ACCS	ACCS	10.9399018552967	10.1455606527762	10.598683110789	11.3385543624049	9.28411112814382	8.77643159826332	10.5144267032656	9.7662998434445
gene-ACD|ACD	ACD	8.28805988380466	0	0	8.2368347683348	7.7797569260579	8.08186441130288	7.43268891368194	7.23148153100455
gene-ACE|ACE	ACE	6.39306991848754	0	0	6.4223614827399	8.32248132469675	6.32413123919266	6.98570963674146	6.56969304106794
gene-ACE2|ACE2	ACE2	11.3538097631341	0	3.66126068628494	11.018580511821	8.4179623234526	8.91734419211157	10.1835824413635	13.1620573357542
gene-ACER1|ACER1	ACER1	0	0	0	3.16504477198545	2.77027842651101	0	0	0
gene-ACER2|ACER2	ACER2	9.08319804493313	11.3790579522118	9.32316627816123	9.8495245318381	9.79747629492192	7.46197138596527	9.01520728210867	9.91416237617064
gene-ACER3|ACER3	ACER3	8.81692494326973	9.48972554060728	0	8.74545667719402	9.110460611478	8.26035094148467	10.1905292378585	8.5511862806449
gene-ACHE|ACHE	ACHE	4.24982578327657	0	0	5.24602782819958	5.77578397090873	2.49933584662018	4.15704057404005	0
gene-ACIN1|ACIN1	ACIN1	11.0790568474259	0	0	11.3748241156928	11.1613274992265	10.9517276247752	11.2753793794275	10.358831702578
gene-ACKR1|ACKR1	ACKR1	6.0726698571495	0	0	7.24505847239814	8.17803969289423	3.13045062766823	6.87966980206587	7.70908927626937
gene-ACKR2|ACKR2	ACKR2	8.95619592962455	0	0	10.559787419331	10.7197694818091	7.560114553536	8.58009190877886	7.87683476859587
gene-ACKR3|ACKR3	ACKR3	12.1772631542765	0	0	12.3463272584284	11.1368449196438	12.7781314100826	8.16066145825196	10.604025624845
gene-ACKR4|ACKR4	ACKR4	6.94617653331311	0	0	6.15537368484653	6.33717582739188	5.3141680091127	8.0304357726673	6.70326591424282
gene-ACLY|ACLY	ACLY	15.6019247576618	4.08822058396567	4.74914231470446	14.9729389032743	13.4480957572831	14.4719674858092	13.0422707375062	14.171087644334
gene-ACMSD|ACMSD	ACMSD	11.0859093925199	11.1370564669332	11.3258483896438	11.0301226144877	10.4174300214338	9.80512496171421	9.56757255056723	11.5380151786534
gene-ACO1|ACO1	ACO1	13.4093566023113	13.6511405059103	13.3006510989986	12.9670159042485	12.5556736656928	12.3841445927099	12.2006558358151	13.2976202098346
gene-ACO2|ACO2	ACO2	13.2873953528661	12.6368195008195	12.8285842610937	13.7070652998224	12.6504861946445	13.8154599297853	12.7661164062454	12.5480201653906
gene-ACOD1|ACOD1	ACOD1	2.76420924148038	4.18906446985611	0	3.47808342078151	7.54719843027471	2.84913209640387	4.06326970545336	5.2425471496926
gene-ACOT11|ACOT11	ACOT11	3.01457960682351	0	0	4.01923080315104	4.07070233955763	0	3.14708662528207	0
gene-ACOT12|ACOT12	ACOT12	13.6202333018224	4.99033800678238	4.25737916310336	13.4460363228466	11.8411051328344	12.1367386267419	10.902389883993	11.4129347483664
gene-ACOT13|ACOT13	ACOT13	14.6152997384929	4.28331758774431	4.74914231470446	14.1530253348313	13.4404879904727	12.1086330730295	13.4965672133556	13.2350199115035
gene-ACOT4|ACOT4	ACOT4	8.77937183877142	0	0	8.69085716258593	7.47933113459843	7.91569787195536	8.68613299149505	8.61360753456281
gene-ACOT6|ACOT6	ACOT6	12.1645743791909	0	3.80181531431049	11.1813567546646	11.546783829701	10.2439553437378	11.3417838166621	11.3327389140871
gene-ACOT7|ACOT7	ACOT7	6.87674843756085	0	0	7.56508325057623	10.3821980328018	7.47461065774398	6.80920533156145	9.3063444729314
gene-ACOT8|ACOT8	ACOT8	10.2688722134098	0	0	10.4557128512992	9.89017528879981	10.9426586367904	9.57183526538557	10.0582786336792
gene-ACOX1|ACOX1	ACOX1	14.5486569200588	3.43984251346915	2.90172095753683	13.5830852619226	12.8311162111272	13.3772941959445	13.2106185107417	13.5289049684932
gene-ACOX2|ACOX2	ACOX2	14.0630371406034	14.7926449533072	4.3518770184032	15.1385114893768	13.257027734046	13.5561047729691	14.227190820972	13.880861552874
gene-ACOX3|ACOX3	ACOX3	11.8307912968087	0	3.80181531431049	12.3859240835548	10.6931989094957	12.201848757833	10.6894006834262	10.2252795833287
gene-ACOXL|ACOXL	ACOXL	2.46107118052183	3.59491947285889	0	4.36189203466105	4.18506809063393	0	4.80446343929023	0
gene-ACP1|ACP1	ACP1	10.4249679912055	7.42771023398465	8.27806691265552	9.8608099252457	10.5039874908777	9.69871862187263	9.30619815276655	9.74476863836817
gene-ACP2|ACP2	ACP2	11.3995629577938	11.0708740406118	11.0840161853835	11.3300533238043	10.8129884792373	10.9034664818661	10.8733279968849	10.6740453839967
gene-ACP3|ACP3	ACP3	9.0273371542183	0	0	9.43198488029846	9.41760747726317	8.72974584661215	7.27430806478243	9.13249952283649
gene-ACP5|ACP5	ACP5	8.53087090253763	9.25982270304326	0	9.62436885426566	10.8988730430206	8.14648148618932	9.38340722286574	9.16990831639614
gene-ACP6|ACP6	ACP6	10.6868136648442	9.72833193447595	10.227058780689	10.2902818908842	9.52085800428352	10.805569512081	9.83029004003677	10.5902944382903
gene-ACP7|ACP7	ACP7	0	0	0	4.08229502472036	3.56230599553177	0	0	0
gene-ACRBP|ACRBP	ACRBP	2.89481889125103	0	0	4.25646294916075	2.20299442525874	0	0	0
gene-ACSBG1|ACSBG1	ACSBG1	2.46107118052183	0	0	2.9108453734559	2.88301654417007	0	0	3.06552224510372
gene-ACSF2|ACSF2	ACSF2	14.4611469766394	3.06845369893183	4.74914231470446	14.2642930177552	11.9403165508607	14.9912514418223	14.0245079818216	13.2798189141612
gene-ACSF3|ACSF3	ACSF3	11.270920737135	0	0	11.071994482321	9.36276836553886	9.14788455226737	8.65834148083342	9.55986898207875
gene-ACSL1|ACSL1	ACSL1	15.7699571136073	15.9346606114711	15.8796821998106	15.182855220547	14.9281247391006	15.2650275050351	15.2697997295469	15.096511303651
gene-ACSL3|ACSL3	ACSL3	11.8457559542512	9.50202874836476	3.13221617834527	10.5275765063802	11.2446276587947	12.2244749660515	10.6282939631404	11.7642927140474
gene-ACSL4|ACSL4	ACSL4	16.2220269518819	4.81208935738182	4.15625505056769	15.6440583180068	15.1382198221113	16.4240022347241	16.0174767785222	15.0802556645228
gene-ACSL5|ACSL5	ACSL5	14.7873465771631	4.28331758774431	6.47630318983233	14.4476098933283	15.3453270219182	14.211445318717	14.4206918812293	14.551830169851
gene-ACSM3|ACSM3	ACSM3	11.1584019237152	0	3.92988386341409	11.4262455818107	9.51867838254273	10.6596181417388	11.3032066279242	10.7423764098519
gene-ACSM5|ACSM5	ACSM5	13.6090530378022	3.73493311555422	3.3309086298105	13.2657997220029	11.4428542941864	10.8005586032425	9.05228939188571	10.6626088825195
gene-ACSS1|ACSS1	ACSS1	12.9177894307051	0	4.88176063503637	13.9346473101634	13.942228236223	12.2741226522853	13.1552365660756	13.5961465327214
gene-ACSS2|ACSS2	ACSS2	14.738952823723	3.86255243243699	4.25737916310336	14.046976609076	12.7614501920884	13.5275788976489	12.6761794452444	13.7925562438044
gene-ACSS3|ACSS3	ACSS3	12.9334268678791	14.0357957395786	13.6574807651783	12.2502625524968	12.7021810627256	12.7784500163072	12.8643045901684	13.1291976652789
gene-ACTA1|ACTA1	ACTA1	5.71424679600156	0	0	11.2909577453557	5.80469568318088	9.20967227942174	6.4687103510525	3.35256600712891
gene-ACTA2|ACTA2	ACTA2	12.3235891621884	0	0	11.8016820535732	12.4559700189003	9.80262091069471	10.9116682902619	10.7454771718654
gene-ACTB|ACTB	ACTB	14.4623406114811	3.73493311555422	2.28803481749993	16.2078113983188	15.7028468118953	15.2264314399711	14.3592107093251	14.7082043256211
gene-ACTC1|ACTC1	ACTC1	3.79441707558636	0	0	2.4187454208646	1.68618920378617	0	0	0
gene-ACTG1|ACTG1	ACTG1	15.4188082051159	5.04517481776256	5.21915960786304	15.7005017965918	15.7502943785091	16.10851686479	14.847664416323	14.2194179937473
gene-ACTG2|ACTG2	ACTG2	9.72821945144924	8.25927789807926	7.3472167798911	7.87216469350779	9.38447607035683	7.54820561524661	8.29048253021693	6.9382058699471
