"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-CCDC68|CCDC68",129.859870294677,-0.0655392501129948,1.90753485276953,-0.0343580878838671,0.972591604747013,0.99998592997979
"gene-LOC111095182|LOC111095182",20.5894814858329,1.01229870177369,1.86702058810113,0.542200074399424,0.587680684059921,0.99998592997979
"gene-TCF4|TCF4",139.492576248723,-0.362712251013245,1.65573966377868,-0.219063575601899,0.82660052408529,0.99998592997979
"gene-C1H18orf54|C1H18orf54",391.458542835172,0.476692816575212,1.6927853227534,0.281602640433961,0.778248215341547,0.99998592997979
"gene-RAB27B|RAB27B",806.27089276612,0.552800545750065,1.97710594880453,0.279600871204863,0.779783738626083,0.99998592997979
"gene-LOC106559491|LOC106559491",140.389435299299,0.51812812391151,1.62494088251746,0.318859676364836,0.749832923037686,0.99998592997979
"gene-LOC102154410|LOC102154410",60.8462816140193,-0.0579735826888513,1.59610038929156,-0.036322015255308,0.971025595885015,0.99998592997979
"gene-MBD2|MBD2",1856.94346367674,-0.372036433666974,1.5750131111123,-0.236211642329907,0.813268445838955,0.99998592997979
"gene-STARD6|STARD6",274.749123979258,1.24788144866808,1.5495231925697,0.805332540133596,0.420627808869892,0.99998592997979
"gene-POLI|POLI",350.887055400726,0.783138974696104,1.62145856763162,0.482984265111377,0.629106908643067,0.99998592997979
"gene-LOC100683370|LOC100683370",20095.3386471673,0.672789886766153,1.72267958949475,0.39054847510179,0.696131017464009,0.99998592997979
"gene-LOC119870724|LOC119870724",6.73924257026888,-0.121499688030429,2.39349612331516,-0.0507624335994927,0.959514825907604,0.99998592997979
"gene-MEX3C|MEX3C",780.624199901347,0.262497180147114,1.5714980992087,0.167036269582056,0.867341510810152,0.99998592997979
"gene-ME2|ME2",495.09089016662,-1.79788490244584,1.59594639281213,-1.12653213826179,0.25994034511491,0.99998592997979
"gene-SMAD4|SMAD4",1150.15083548969,0.0759571329901149,1.58543153074029,0.0479094375993948,0.961788417912803,0.99998592997979
"gene-ELAC1|ELAC1",686.705974407209,0.923384379603584,1.5767333065217,0.585631302252747,0.5581233083702,0.99998592997979
"gene-RNMT|RNMT",1217.04679720386,0.604429366270389,1.60303888518937,0.377052217419534,0.706134799861103,0.99998592997979
"gene-FAM210A|FAM210A",858.510290987686,0.496961468756881,1.69365731995329,0.293425041123777,0.769197287321147,0.99998592997979
"gene-LOC106558192|LOC106558192",3.15586122952111,0.451780181211989,3.30182226404992,0.136827528886382,0.891167123380756,0.99998592997979
"gene-CCN2|CCN2",1728.11299569454,-0.980300649054288,1.85790397700911,-0.527637951791457,0.597750646534967,0.99998592997979
"gene-LOC102156553|LOC102156553",14.6347837282853,0.983953629167228,1.98090024398158,0.496720434134277,0.619386210527496,0.99998592997979
"gene-LOC100686253|LOC100686253",63.9504395273632,-0.614959239063899,1.77228724978166,-0.346986211822977,0.728601677381029,0.99998592997979
"gene-LOC476204|LOC476204",35.1912821080065,1.38772124706986,1.86070761711144,0.745802959211912,0.455786452099971,0.99998592997979
"gene-LDLRAD4|LDLRAD4",219.0702441375,0.863561623215428,1.77951764662263,0.485278482545196,0.62747881679486,0.99998592997979
"gene-LOC119870728|LOC119870728",8.88384796126198,3.22695941009122,3.04459267519826,1.05989856586681,0.289190748178654,0.99998592997979
"gene-LOC100684412|LOC100684412",7.99681376581449,1.35400176839999,3.58756714649752,0.37741503172195,0.705865197758312,0.99998592997979
"gene-LOC491231|LOC491231",15.495019613283,0.405354230732,2.4340734077132,0.166533280979734,0.867737294398151,0.99998592997979
"gene-MOXD1|MOXD1",5842.30998347764,0.0061965347335721,1.65653246699541,0.00374066603403872,0.997015387284729,0.99998592997979
"gene-LOC111095249|LOC111095249",15.64082865731,4.67877224362095,3.16373073215478,1.47887814726707,0.139172884806717,0.99998592997979
"gene-LOC119870730|LOC119870730",428.65894045016,0.281172523685231,1.6862920223157,0.166740113790677,0.867574541100739,0.99998592997979
"gene-STX7|STX7",2158.57325308378,0.0827138418379226,1.60735525201678,0.0514595897416828,0.958959301878181,0.99998592997979
"gene-LOC119874067|LOC119874067",165.363435437033,-1.44004716115509,3.20848086848607,-0.448825229191587,0.653557737423945,0.99998592997979
"gene-SLC18B1|SLC18B1",418.686361437043,1.49093695677028,1.72848692448517,0.862567680235331,0.38837520660088,0.99998592997979
"gene-VNN1|VNN1",10861.4677842806,0.473382440724255,1.70947765919774,0.276916424252315,0.781844280848363,0.99998592997979
"gene-LOC102155332|LOC102155332",36.6799405312797,0.32781504404727,2.25706722355277,0.145239379946898,0.884521874853183,0.99998592997979
"gene-LOC476208|LOC476208",38.5252441734319,3.12170167952342,2.01150740196734,1.55192154722884,0.120680996507931,0.99998592997979
"gene-TCF21|TCF21",262.464228949986,1.20945138568207,1.79542165005858,0.673630835209438,0.500546044208683,0.99998592997979
"gene-LOC119869906|LOC119869906",2.28630292881691,0.127442033047759,3.1398683497808,0.0405883364685197,0.967624082645232,0.99998592997979
"gene-LOC111095265|LOC111095265",114.526758714236,-0.388786919511353,1.61662383740582,-0.240493125559274,0.809947991920651,0.99998592997979
"gene-RPS12|RPS12",21544.1495717544,0.598257944386646,1.60798215667894,0.37205508898324,0.709851833599301,0.99998592997979
"gene-LOC119869922|LOC119869922",21.9467549057577,0.677549528038717,2.31991453248167,0.292057969615771,0.770242301703377,0.99998592997979
"gene-LOC119869914|LOC119869914",24.0881856442824,0.409298185600445,2.38219106616087,0.171815851135764,0.863582303439617,0.99998592997979
"gene-SLC2A12|SLC2A12",351.655295729073,0.77963745818305,1.64334388539288,0.474421370422211,0.635199456710359,0.99998592997979
"gene-TBPL1|TBPL1",201.90636135714,-1.34150629300859,1.64292795668534,-0.816533851986504,0.414194870356942,0.99998592997979
"gene-EYA4|EYA4",1203.87925819642,0.391620100673989,1.68125960750588,0.23293255778324,0.815813776254184,0.99998592997979
"gene-SGK1|SGK1",1671.79296957223,-1.81497885536867,1.74594028468934,-1.03954234362122,0.298552575675187,0.99998592997979
"gene-ALDH8A1|ALDH8A1",13173.625908878,1.62367217812184,1.63499357450171,0.993075571331634,0.320673127756307,0.99998592997979
"gene-HBS1L|HBS1L",2358.8806420553,0.245106973617752,1.58107882770004,0.155025144428949,0.876801494549766,0.99998592997979
"gene-MTFR2|MTFR2",93.9274228136226,-2.12323703981359,1.59453806729458,-1.33156873665364,0.183001943877984,0.99998592997979
"gene-PDE7B|PDE7B",210.201192653958,-0.880966429664157,1.70226449245575,-0.517526173851658,0.604788902599601,0.99998592997979
"gene-MYB|MYB",42.8781155785528,-1.4057364350398,2.84176804882914,-0.494669660185316,0.620833321278774,0.99998592997979
"gene-AHI1|AHI1",214.728769177073,-0.197302488720819,1.73679095146985,-0.113601748416435,0.909553501290094,0.99998592997979
"gene-LOC102153001|LOC102153001",16.4492482200287,1.90286957797887,1.88651180714137,1.00867090827398,0.313132488205062,0.99998592997979
"gene-BCLAF1|BCLAF1",3170.2615882662,0.355283458846278,1.64399363570576,0.21610999649263,0.82890200775483,0.99998592997979
"gene-LOC106558576|LOC106558576",38.3340913095109,1.12509969142685,1.72506068339627,0.652208761266165,0.514266508784401,0.99998592997979
"gene-IL22RA2|IL22RA2",21.6424608599774,-1.15737305765507,3.03436835829445,-0.381421409991766,0.702890576745351,0.99998592997979
"gene-LOC119870737|LOC119870737",5.88122181173443,1.67317231655292,2.93518854159354,0.570039127927553,0.568651159925479,0.99998592997979
"gene-PEX7|PEX7",1221.14523984687,0.513026747662817,1.57000811588352,0.32676693991108,0.74384416608023,0.99998592997979
"gene-MAP7|MAP7",1037.0556760687,0.588537508941578,1.73019360244718,0.340157025265354,0.733738279389515,0.99998592997979
"gene-LOC102154283|LOC102154283",78.5918750810351,0.327995811658543,1.87656578120386,0.174785139398698,0.861248465627566,0.99998592997979
"gene-LOC102156750|LOC102156750",3.18735374963042,6.61400061859246,3.49826531734973,1.89065151399186,0.0586708788098397,0.99998592997979
"gene-MAP3K5|MAP3K5",835.16047707783,0.201857057816473,1.59204668405184,0.126790916270581,0.899105885477894,0.99998592997979
"gene-LOC102155165|LOC102155165",2.56258208349798,-6.33406000748757,5.40124447426832,-1.17270381625257,0.240914600522658,0.99998592997979
"gene-LOC111090647|LOC111090647",1.80927660529858,-2.26148607909542,5.33056495717272,-0.42424885490841,0.671384334658414,0.99998592997979
"gene-TNFAIP3|TNFAIP3",963.136688795846,-1.13153604641368,1.56159298164693,-0.724603696169479,0.468695190738516,0.99998592997979
"gene-LOC102155014|LOC102155014",1964.86594007519,1.87552188529232,1.72059592433449,1.09004203646347,0.275694627361677,0.99998592997979
"gene-IFNGR1|IFNGR1",1691.46014098735,-0.67519218005389,1.70193120990391,-0.396721193033419,0.691573070190142,0.99998592997979
"gene-ARFGEF3|ARFGEF3",448.999806217921,0.688473064421739,1.88707701785204,0.36483569981971,0.715234054587774,0.99998592997979
"gene-PERP|PERP",10080.5709648574,0.619837034723568,1.61844640046223,0.382982738598289,0.701732562735418,0.99998592997979
"gene-LOC111095460|LOC111095460",13.1962531761511,-1.59970930659094,1.92583472403587,-0.830657629455614,0.406167068702527,0.99998592997979
"gene-HEBP2|HEBP2",2674.40294894285,-0.210772761834233,1.85909939544131,-0.113373584194082,0.909734381423078,0.99998592997979
"gene-CCDC28A|CCDC28A",1202.49261411371,1.1645783342005,1.58705009970914,0.733800611848318,0.463070267610373,0.99998592997979
"gene-NHSL1|NHSL1",1289.91869733029,1.35975017066567,1.60871240068105,0.84524130608431,0.397976124186245,0.99998592997979
"gene-FAM133B|FAM133B",49.7084516181295,1.02404112875742,1.62856753674044,0.628798686978023,0.529480859752509,0.99998592997979
"gene-ABRACL|ABRACL",619.109924720168,-0.900521161896468,1.77403623111086,-0.507611482845861,0.611725836132672,0.99998592997979
"gene-REPS1|REPS1",1058.04195816732,0.12152551695856,1.59620166507663,0.0761341875637783,0.939312341319862,0.99998592997979
"gene-ECT2L|ECT2L",18.0645615360768,0.734853821557788,1.90792186281109,0.385159285545934,0.700119406168736,0.99998592997979
"gene-TXLNB|TXLNB",9.0295082776877,0.47277117725979,2.25759245222307,0.209413872195687,0.834125164393629,0.99998592997979
